Rank,Word,Part of speech,Frequency,Dispersion
17019,miami,v,1295,0.99
17020,slouch,v,1295,0.99
17021,emancipate,v,1295,0.99
17022,jig,v,1295,0.99
17023,malachi,v,1295,0.99
17024,parlance,v,1295,0.99
17025,unchallenged,v,1295,0.99
17026,de-,v,1295,0.99
17027,derelict,v,1295,0.99
17028,tittle,v,1295,0.99
17029,unreliable,v,1295,0.99
17030,cognizant,v,1295,0.99
17031,deg,v,1295,0.99
17032,diver,v,1294,0.99
17033,hydraulic,v,1294,0.99
17034,undeceive,v,1294,0.99
17035,fahrenheit,v,1294,0.99
17036,tiara,v,1294,0.99
17037,acorn,v,1294,0.99
17038,endearment,v,1294,0.99
17039,juxtaposition,v,1294,0.99
17040,mesh,v,1294,0.99
17041,unsaid,v,1294,0.99
17042,amen,v,1294,0.99
17043,dizziness,v,1294,0.99
17044,elite,v,1294,0.99
17045,hearths,v,1293,0.99
17046,knee-deep,v,1293,0.99
17047,seamanship,v,1293,0.99
17048,weakling,v,1293,0.99
17049,bygones,v,1293,0.99
17050,conformation,v,1293,0.99
17051,cubit,v,1293,0.99
17052,liaison,v,1293,0.99
17053,putty,v,1293,0.99
17054,ribald,v,1293,0.99
17055,abridgment,v,1293,0.99
17056,amplitude,v,1293,0.99
17057,gon,v,1293,0.99
17058,yen,v,1292,0.99
17059,dimension,v,1292,0.99
17060,infest,v,1292,0.99
17061,usurer,v,1292,0.99
17062,appurtenances,v,1292,0.99
17063,bolivia,v,1292,0.99
17064,congenital,v,1292,0.99
17065,cram,v,1292,0.99
17066,parenthesis,v,1292,0.99
17067,roseate,v,1292,0.99
17068,rugby,v,1292,0.99
17069,concurrent,v,1292,0.99
17070,dilatory,v,1292,0.99
17071,plaudits,v,1291,0.99
17072,abscess,v,1291,0.99
17073,aggravation,v,1291,0.99
17074,smock,v,1291,0.99
17075,unalloyed,v,1291,0.99
17076,genealogical,v,1291,0.99
17077,immobile,v,1291,0.99
17078,rebus,v,1291,0.99
17079,slush,v,1291,0.99
17080,stoicism,v,1291,0.99
17081,vociferous,v,1291,0.99
17082,bible,v,1291,0.99
17083,eulogium,v,1291,0.99
17084,harboured,v,1291,0.99
17085,outrun,v,1290,0.99
17086,prescience,v,1290,0.99
17087,unwisely,v,1290,0.99
17088,chequered,v,1290,0.99
17089,tryst,v,1290,0.99
17090,inexorably,v,1290,0.99
17091,samos,v,1290,0.99
17092,ww,v,1290,0.99
17093,abjure,v,1290,0.99
17094,adolph,v,1290,0.99
17095,bremen,v,1290,0.99
17096,causation,v,1290,0.99
17097,cm,v,1290,0.99
17098,encroach,v,1289,0.99
17099,flagon,v,1289,0.99
17100,ulcer,v,1289,0.99
17101,uterus,v,1289,0.99
17102,admissible,v,1289,0.99
17103,combatant,v,1289,0.99
17104,distaff,v,1289,0.99
17105,dyspepsia,v,1289,0.99
17106,gnat,v,1289,0.99
17107,corroborate,v,1289,0.99
17108,homesickness,v,1289,0.99
17109,mid-air,v,1289,0.99
17110,pied,v,1289,0.99
17111,poetess,v,1288,0.99
17112,vodka,v,1288,0.99
17113,whaling,v,1288,0.99
17114,catalogues,v,1288,0.99
17115,celt,v,1288,0.99
17116,jointed,v,1288,0.99
17117,epirus,v,1288,0.99
17118,inflected,v,1288,0.99
17119,jos.,v,1288,0.99
17120,lucerne,v,1288,0.99
17121,nibble,v,1288,0.99
17122,purl,v,1288,0.99
17123,dab,v,1288,0.99
17124,derisively,v,1288,0.99
17125,inception,v,1287,0.99
17126,jerky,v,1287,0.99
17127,obelisk,v,1287,0.99
17128,cleavage,v,1287,0.99
17129,nonsensical,v,1287,0.99
17130,roe,v,1287,0.99
17131,yachts,v,1287,0.99
17132,convertible,v,1287,0.99
17133,disparage,v,1287,0.99
17134,excruciating,v,1287,0.99
17135,pave,v,1287,0.99
17136,transcend,v,1287,0.99
17137,caper,v,1287,0.99
17138,capuchin,v,1286,0.99
17139,quantum,v,1286,0.99
17140,fuming,v,1286,0.99
17141,idiocy,v,1286,0.99
17142,pater,v,1286,0.99
17143,ticked,v,1286,0.99
17144,agone,v,1286,0.99
17145,braggart,v,1286,0.99
17146,lice,v,1286,0.99
17147,maneuver,v,1286,0.99
17148,objecting,v,1286,0.99
17149,youse,v,1286,0.99
17150,collie,v,1286,0.99
17151,fy,v,1285,0.99
17152,greenery,v,1285,0.99
17153,mia,v,1285,0.99
17154,officiating,v,1285,0.99
17155,patois,v,1285,0.99
17156,ailed,v,1285,0.99
17157,breaker,v,1285,0.99
17158,deflected,v,1285,0.99
17159,guts,v,1285,0.99
17160,incision,v,1285,0.99
17161,mither,v,1285,0.99
17162,poster,v,1285,0.99
17163,accelerate,v,1285,0.99
17164,churn,v,1285,0.99
17165,intensify,v,1284,0.99
17166,monotone,v,1284,0.99
17167,nb,v,1284,0.99
17168,warwickshire,v,1284,0.99
17169,wean,v,1284,0.99
17170,abortion,v,1284,0.99
17171,sweater,v,1284,0.99
17172,acquirement,v,1284,0.99
17173,allie,v,1284,0.99
17174,bouncing,v,1284,0.99
17175,disembodied,v,1284,0.99
17176,evolutionary,v,1284,0.99
17177,hesitancy,v,1284,0.99
17178,ionic,v,1283,0.99
17179,kith,v,1283,0.99
17180,notation,v,1283,0.99
17181,tubular,v,1283,0.99
17182,typically,v,1283,0.99
17183,abstaining,v,1283,0.99
17184,contamination,v,1283,0.99
17185,esperanto,v,1283,0.99
17186,hymen,v,1283,0.99
17187,retina,v,1283,0.99
17188,rockies,v,1283,0.99
17189,bounce,v,1283,0.99
17190,dwindle,v,1283,0.99
17191,enunciation,v,1282,0.99
17192,hd,v,1282,0.99
17193,numbness,v,1282,0.99
17194,absences,v,1282,0.99
17195,fifty-three,v,1282,0.99
17196,lichen,v,1282,0.99
17197,penguin,v,1282,0.99
17198,tish,v,1282,0.99
17199,aqueous,v,1282,0.99
17200,examiner,v,1282,0.99
17201,fiji,v,1282,0.99
17202,limousine,v,1282,0.99
17203,riddled,v,1282,0.99
17204,asian,v,1282,0.99
17205,creeper,v,1281,0.99
17206,glorification,v,1281,0.99
17207,mermaid,v,1281,0.99
17208,pox,v,1281,0.99
17209,seattle,v,1281,0.99
17210,vampire,v,1281,0.99
17211,anointing,v,1281,0.99
17212,commitment,v,1281,0.99
17213,cornfield,v,1281,0.99
17214,saber,v,1281,0.99
17215,unimpeachable,v,1281,0.99
17216,mongolian,v,1281,0.99
17217,blaspheme,v,1281,0.99
17218,glutton,v,1280,0.99
17219,militarism,v,1280,0.99
17220,coastal,v,1280,0.99
17221,laps,v,1280,0.99
17222,liturgy,v,1280,0.99
17223,plover,v,1280,0.99
17224,pyramidal,v,1280,0.99
17225,randy,v,1280,0.99
17226,unbelievable,v,1280,0.99
17227,high-pitched,v,1280,0.99
17228,ismail,v,1280,0.99
17229,pres,v,1280,0.99
17230,romp,v,1280,0.99
17231,surfeit,v,1280,0.99
17232,calabria,v,1279,0.99
17233,cretaceous,v,1279,0.99
17234,patio,v,1279,0.99
17235,queue,v,1279,0.99
17236,amaryllis,v,1279,0.99
17237,articulated,v,1279,0.99
17238,ashy,v,1279,0.99
17239,brewer,v,1279,0.99
17240,interstate,v,1279,0.99
17241,cortege,v,1279,0.99
17242,driveway,v,1279,0.99
17243,martinique,v,1279,0.99
17244,oblation,v,1279,0.99
17245,bravo,v,1278,0.99
17246,communism,v,1278,0.99
17247,hilltop,v,1278,0.99
17248,intimidation,v,1278,0.99
17249,iridescent,v,1278,0.99
17250,lascivious,v,1278,0.99
17251,ovum,v,1278,0.99
17252,shinto,v,1278,0.99
17253,armature,v,1278,0.99
17254,calvinist,v,1278,0.99
17255,kaffir,v,1278,0.99
17256,padlock,v,1278,0.99
17257,seventy-four,v,1278,0.99
17258,plantains,v,1278,0.99
17259,shambles,v,1277,0.99
17260,gambia,v,1277,0.99
17261,ky.,v,1277,0.99
17262,sacristan,v,1277,0.99
17263,feline,v,1277,0.99
17264,puddles,v,1277,0.99
17265,salvage,v,1277,0.99
17266,san,v,1277,0.99
17267,trespassing,v,1277,0.99
17268,bracket,v,1277,0.99
17269,calyx,v,1277,0.99
17270,ill-omened,v,1277,0.99
17271,jocund,v,1277,0.99
17272,amenities,v,1276,0.99
17273,ladle,v,1276,0.99
17274,lea,v,1276,0.99
17275,peeps,v,1276,0.99
17276,dictatorial,v,1276,0.99
17277,dissection,v,1276,0.99
17278,drinker,v,1276,0.99
17279,elucidate,v,1276,0.99
17280,intermediary,v,1276,0.99
17281,angler,v,1276,0.99
17282,animus,v,1276,0.99
17283,glut,v,1276,0.99
17284,what'll,v,1276,0.99
17285,yelp,v,1276,0.99
17286,angelina,v,1275,0.99
17287,epilogue,v,1275,0.99
17288,livestock,v,1275,0.99
17289,disruption,v,1275,0.99
17290,forty-one,v,1275,0.99
17291,himalayas,v,1275,0.99
17292,tuberculosis,v,1275,0.99
17293,unleavened,v,1275,0.99
17294,up-to-date,v,1275,0.99
17295,corks,v,1275,0.99
17296,law-abiding,v,1275,0.99
17297,requital,v,1275,0.99
17298,spa,v,1275,0.99
17299,staffordshire,v,1274,0.99
17300,anarchist,v,1274,0.99
17301,fertilizer,v,1274,0.99
17302,rem,v,1274,0.99
17303,totality,v,1274,0.99
17304,domino,v,1274,0.99
17305,elegy,v,1274,0.99
17306,ex-,v,1274,0.99
17307,inverse,v,1274,0.99
17308,lamentably,v,1274,0.99
17309,provender,v,1274,0.99
17310,wren,v,1274,0.99
17311,deprecate,v,1274,0.99
17312,neigh,v,1274,0.99
17313,sacristy,v,1273,0.99
17314,disorganized,v,1273,0.99
17315,magnate,v,1273,0.99
17316,prowl,v,1273,0.99
17317,unlettered,v,1273,0.99
17318,coupe,v,1273,0.99
17319,icelandic,v,1273,0.99
17320,varlet,v,1273,0.99
17321,accost,v,1273,0.99
17322,diurnal,v,1273,0.99
17323,evaporate,v,1273,0.99
17324,palliate,v,1273,0.99
17325,encyclopedia,v,1273,0.99
17326,europa,v,1272,0.99
17327,storey,v,1272,0.99
17328,exasperate,v,1272,0.99
17329,hydrochloric,v,1272,0.99
17330,tether,v,1272,0.99
17331,aviation,v,1272,0.99
17332,collusion,v,1272,0.99
17333,correlation,v,1272,0.99
17334,redundant,v,1272,0.99
17335,sunless,v,1272,0.99
17336,hygienic,v,1272,0.99
17337,cache,v,1272,0.99
17338,erudite,v,1272,0.99
17339,extirpate,v,1272,0.99
17340,freehold,v,1271,0.99
17341,orchestral,v,1271,0.99
17342,prank,v,1271,0.99
17343,purplish,v,1271,0.99
17344,squatter,v,1271,0.99
17345,libels,v,1271,0.99
17346,migratory,v,1271,0.99
17347,brogue,v,1271,0.99
17348,compute,v,1271,0.99
17349,ethnic,v,1271,0.99
17350,handicraft,v,1271,0.99
17351,mick,v,1271,0.99
17352,scorch,v,1271,0.99
17353,anthology,v,1271,0.99
17354,gastric,v,1270,0.99
17355,jura,v,1270,0.99
17356,sixty-six,v,1270,0.99
17357,admiralty,v,1270,0.99
17358,collegiate,v,1270,0.99
17359,nonce,v,1270,0.99
17360,pare,v,1270,0.99
17361,tress,v,1270,0.99
17362,epilepsy,v,1270,0.99
17363,factitious,v,1270,0.99
17364,kashmir,v,1270,0.99
17365,linear,v,1270,0.99
17366,maltreated,v,1270,0.99
17367,masque,v,1269,0.99
17368,riverside,v,1269,0.99
17369,twenty-fourth,v,1269,0.99
17370,benefice,v,1269,0.99
17371,tot,v,1269,0.99
17372,rood,v,1269,0.99
17373,slur,v,1269,0.99
17374,retaliate,v,1269,0.99
17375,shear,v,1269,0.99
17376,corolla,v,1269,0.99
17377,enamored,v,1269,0.99
17378,frankincense,v,1269,0.99
17379,reedy,v,1269,0.99
17380,beatitude,v,1269,0.99
17381,broach,v,1268,0.99
17382,floe,v,1268,0.99
17383,philology,v,1268,0.99
17384,staccato,v,1268,0.99
17385,unauthorized,v,1268,0.99
17386,bleaching,v,1268,0.99
17387,counterpoise,v,1268,0.99
17388,abdicated,v,1268,0.99
17389,compress,v,1268,0.99
17390,dapper,v,1268,0.99
17391,egregious,v,1268,0.99
17392,foremast,v,1268,0.99
17393,amalgamation,v,1268,0.99
17394,antimony,v,1268,0.99
17395,profundity,v,1267,0.99
17396,atop,v,1267,0.99
17397,marital,v,1267,0.99
17398,pertain,v,1267,0.99
17399,slash,v,1267,0.99
17400,tumor,v,1267,0.99
17401,unripe,v,1267,0.99
17402,imprecation,v,1267,0.99
17403,snowstorm,v,1267,0.99
17404,spalding,v,1267,0.99
17405,specifications,v,1267,0.99
17406,blots,v,1267,0.99
17407,checkered,v,1267,0.99
17408,encompass,v,1267,0.99
17409,sambo,v,1266,0.99
17410,gad,v,1266,0.99
17411,hydra,v,1266,0.99
17412,it'd,v,1266,0.99
17413,miry,v,1266,0.99
17414,optimist,v,1266,0.99
17415,repository,v,1266,0.99
17416,seedy,v,1266,0.99
17417,erosion,v,1266,0.99
17418,turnkey,v,1266,0.99
17419,devolve,v,1266,0.99
17420,idealized,v,1266,0.99
17421,mete,v,1266,0.99
17422,plantain,v,1265,0.99
17423,tandem,v,1265,0.99
17424,campania,v,1265,0.99
17425,kegs,v,1265,0.99
17426,mains,v,1265,0.99
17427,serenade,v,1265,0.99
17428,trellis,v,1265,0.99
17429,cumbersome,v,1265,0.99
17430,espy,v,1265,0.99
17431,laconically,v,1265,0.99
17432,movies,v,1265,0.99
17433,sixty-three,v,1265,0.99
17434,alpha,v,1265,0.99
17435,condense,v,1265,0.99
17436,outermost,v,1264,0.99
17437,serbian,v,1264,0.99
17438,smoker,v,1264,0.99
17439,stuttgart,v,1264,0.99
17440,indubitably,v,1264,0.99
17441,jerkin,v,1264,0.99
17442,tenaciously,v,1264,0.99
17443,tricky,v,1264,0.99
17444,aggressively,v,1264,0.99
17445,esoteric,v,1264,0.99
17446,pineapple,v,1264,0.99
17447,sententious,v,1264,0.99
17448,tigress,v,1264,0.99
17449,disparaging,v,1264,0.99
17450,ergo,v,1263,0.99
17451,fulsome,v,1263,0.99
17452,za,v,1263,0.99
17453,zeb,v,1263,0.99
17454,far-fetched,v,1263,0.99
17455,mustang,v,1263,0.99
17456,navel,v,1263,0.99
17457,tempo,v,1263,0.99
17458,vaunt,v,1263,0.99
17459,beeves,v,1263,0.99
17460,immune,v,1263,0.99
17461,winnings,v,1263,0.99
17462,bilateral,v,1263,0.99
17463,colombo,v,1263,0.99
17464,corduroy,v,1262,0.99
17465,woodman,v,1262,0.99
17466,com-,v,1262,0.99
17467,coop,v,1262,0.99
17468,encumbrance,v,1262,0.99
17469,geranium,v,1262,0.99
17470,irate,v,1262,0.99
17471,gladiator,v,1262,0.99
17472,thereabout,v,1262,0.99
17473,vapid,v,1262,0.99
17474,compost,v,1262,0.99
17475,enacting,v,1262,0.99
17476,faraday,v,1262,0.99
17477,flinty,v,1262,0.99
17478,pests,v,1261,0.99
17479,pomerania,v,1261,0.99
17480,trousseau,v,1261,0.99
17481,battleship,v,1261,0.99
17482,candelabra,v,1261,0.99
17483,cocktail,v,1261,0.99
17484,globular,v,1261,0.99
17485,gotta,v,1261,0.99
17486,mephistopheles,v,1261,0.99
17487,rc,v,1261,0.99
17488,reverting,v,1261,0.99
17489,wallow,v,1261,0.99
17490,amidships,v,1261,0.99
17491,cockney,v,1260,0.99
17492,hw,v,1260,0.99
17493,recorder,v,1260,0.99
17494,twitter,v,1260,0.99
17495,venereal,v,1260,0.99
17496,bated,v,1260,0.99
17497,overcrowded,v,1260,0.99
17498,endorsement,v,1260,0.99
17499,jugs,v,1260,0.99
17500,learner,v,1260,0.99
17501,polo,v,1260,0.99
17502,sanscrit,v,1260,0.99
17503,sunder,v,1260,0.99
17504,ce,v,1260,0.99
17505,cobweb,v,1259,0.99
17506,dike,v,1259,0.99
17507,drier,v,1259,0.99
17508,fickleness,v,1259,0.99
17509,twenty-second,v,1259,0.99
17510,aquila,v,1259,0.99
17511,hunch,v,1259,0.99
17512,announcements,v,1259,0.99
17513,apostrophe,v,1259,0.99
17514,characterization,v,1259,0.99
17515,clarity,v,1259,0.99
17516,ladylike,v,1259,0.99
17517,miocene,v,1259,0.99
17518,trumpeter,v,1259,0.99
17519,affix,v,1258,0.99
17520,babyhood,v,1258,0.99
17521,mauve,v,1258,0.99
17522,panacea,v,1258,0.99
17523,pithy,v,1258,0.99
17524,tumultuously,v,1258,0.99
17525,uh,v,1258,0.99
17526,baseless,v,1258,0.99
17527,beautify,v,1258,0.99
17528,casing,v,1258,0.99
17529,daft,v,1258,0.99
17530,foolhardy,v,1258,0.99
17531,lanky,v,1258,0.99
17532,subversive,v,1258,0.99
17533,thane,v,1257,0.99
17534,fewest,v,1257,0.99
17535,froward,v,1257,0.99
17536,grandiose,v,1257,0.99
17537,inextricable,v,1257,0.99
17538,metaphorical,v,1257,0.99
17539,millinery,v,1257,0.99
17540,molecule,v,1257,0.99
17541,centaur,v,1257,0.99
17542,disrepute,v,1257,0.99
17543,heraldic,v,1257,0.99
17544,roma,v,1257,0.99
17545,chary,v,1257,0.99
17546,imitator,v,1257,0.99
17547,pincers,v,1256,0.99
17548,choleric,v,1256,0.99
17549,configuration,v,1256,0.99
17550,foray,v,1256,0.99
17551,foundry,v,1256,0.99
17552,inconspicuous,v,1256,0.99
17553,nutter,v,1256,0.99
17554,undervalue,v,1256,0.99
17555,automaton,v,1256,0.99
17556,dappled,v,1256,0.99
17557,dugout,v,1256,0.99
17558,overweening,v,1256,0.99
17559,agitator,v,1256,0.99
17560,bowman,v,1256,0.99
17561,breastwork,v,1255,0.99
17562,bum,v,1255,0.99
17563,fu,v,1255,0.99
17564,hottentot,v,1255,0.99
17565,libation,v,1255,0.99
17566,soto,v,1255,0.99
17567,uganda,v,1255,0.99
17568,amputation,v,1255,0.99
17569,choler,v,1255,0.99
17570,jun,v,1255,0.99
17571,whooping,v,1255,0.99
17572,chas,v,1255,0.99
17573,cop,v,1255,0.99
17574,georgetown,v,1255,0.99
17575,interaction,v,1254,0.99
17576,masthead,v,1254,0.99
17577,paternity,v,1254,0.99
17578,stentorian,v,1254,0.99
17579,influenza,v,1254,0.99
17580,putrefaction,v,1254,0.99
17581,recondite,v,1254,0.99
17582,bramble,v,1254,0.99
17583,fetish,v,1254,0.99
17584,kidnapping,v,1254,0.99
17585,slavonic,v,1254,0.99
17586,caracas,v,1254,0.99
17587,clockwork,v,1254,0.99
17588,corollary,v,1254,0.99
17589,discrepancies,v,1253,0.99
17590,fusillade,v,1253,0.99
17591,maori,v,1253,0.99
17592,quantitative,v,1253,0.99
17593,circlet,v,1253,0.99
17594,modena,v,1253,0.99
17595,dirk,v,1253,0.99
17596,emanate,v,1253,0.99
17597,gloaming,v,1253,0.99
17598,introspection,v,1253,0.99
17599,mislaid,v,1253,0.99
17600,offhand,v,1253,0.99
17601,dray,v,1253,0.99
17602,tassel,v,1253,0.99
17603,britannica,v,1252,0.99
17604,garish,v,1252,0.99
17605,orient,v,1252,0.99
17606,vitriol,v,1252,0.99
17607,abdicate,v,1252,0.99
17608,denise,v,1252,0.99
17609,fils,v,1252,0.99
17610,aztec,v,1252,0.99
17611,debonair,v,1252,0.99
17612,typhus,v,1252,0.99
17613,annunciation,v,1252,0.99
17614,interlocutor,v,1252,0.99
17615,lars,v,1252,0.99
17616,narcissist,v,1252,0.99
17617,omnipresent,v,1251,0.99
17618,skein,v,1251,0.99
17619,gratuity,v,1251,0.99
17620,grenada,v,1251,0.99
17621,obadiah,v,1251,0.99
17622,pali,v,1251,0.99
17623,pedagogue,v,1251,0.99
17624,snob,v,1251,0.99
17625,valparaiso,v,1251,0.99
17626,chine,v,1251,0.99
17627,disillusion,v,1251,0.99
17628,outdo,v,1251,0.99
17629,sperm,v,1251,0.99
17630,tanker,v,1251,0.99
17631,wanda,v,1250,0.99
17632,clam,v,1250,0.99
17633,conduit,v,1250,0.99
17634,idioms,v,1250,0.99
17635,scullery,v,1250,0.99
17636,climatic,v,1250,0.99
17637,filly,v,1250,0.99
17638,scathing,v,1250,0.99
17639,selfishly,v,1250,0.99
17640,brazier,v,1250,0.99
17641,brewery,v,1250,0.99
17642,cashmere,v,1250,0.99
17643,pulmonary,v,1250,0.99
17644,squabble,v,1250,0.99
17645,bolting,v,1250,0.99
17646,bot,v,1249,0.99
17647,bray,v,1249,0.99
17648,embrasure,v,1249,0.99
17649,glib,v,1249,0.99
17650,kilt,v,1249,0.99
17651,rant,v,1249,0.99
17652,deprecation,v,1249,0.99
17653,disquisition,v,1249,0.99
17654,scamper,v,1249,0.99
17655,citron,v,1249,0.99
17656,inane,v,1249,0.99
17657,shrew,v,1249,0.99
17658,555,v,1249,0.99
17659,spans,v,1249,0.99
17660,virtuoso,v,1248,0.99
17661,curbed,v,1248,0.99
17662,flawless,v,1248,0.99
17663,hoarding,v,1248,0.99
17664,improvident,v,1248,0.99
17665,simplify,v,1248,0.99
17666,switches,v,1248,0.99
17667,whet,v,1248,0.99
17668,infringe,v,1248,0.99
17669,endorse,v,1248,0.99
17670,genre,v,1248,0.99
17671,gypsum,v,1248,0.99
17672,petal,v,1248,0.99
17673,remiss,v,1248,0.99
17674,chippewa,v,1247,0.99
17675,non-,v,1247,0.99
17676,vin,v,1247,0.99
17677,abridge,v,1247,0.99
17678,punt,v,1247,0.99
17679,wordy,v,1247,0.99
17680,bestir,v,1247,0.99
17681,credibility,v,1247,0.99
17682,flounder,v,1247,0.99
17683,haired,v,1247,0.99
17684,heraldry,v,1247,0.99
17685,dent,v,1247,0.99
17686,dickie,v,1247,0.99
17687,focused,v,1247,0.99
17688,outweigh,v,1246,0.99
17689,cranium,v,1246,0.99
17690,dope,v,1246,0.99
17691,durability,v,1246,0.99
17692,forger,v,1246,0.99
17693,illiberal,v,1246,0.99
17694,sudan,v,1246,0.99
17695,acclaim,v,1246,0.99
17696,dorado,v,1246,0.99
17697,garrett,v,1246,0.99
17698,gloating,v,1246,0.99
17699,pessimist,v,1246,0.99
17700,subversion,v,1246,0.99
17701,taciturnity,v,1246,0.99
17702,beguiling,v,1245,0.99
17703,durance,v,1245,0.99
17704,lunge,v,1245,0.99
17705,scurrilous,v,1245,0.99
17706,womanish,v,1245,0.99
17707,canvassing,v,1245,0.99
17708,engross,v,1245,0.99
17709,inst.,v,1245,0.99
17710,isolate,v,1245,0.99
17711,nc,v,1245,0.99
17712,pulsation,v,1245,0.99
17713,rut,v,1245,0.99
17714,uno,v,1245,0.99
17715,vaulting,v,1245,0.99
17716,coasted,v,1244,0.99
17717,flue,v,1244,0.99
17718,indigence,v,1244,0.99
17719,kennels,v,1244,0.99
17720,truss,v,1244,0.99
17721,bunting,v,1244,0.99
17722,lac,v,1244,0.99
17723,deflection,v,1244,0.99
17724,haiti,v,1244,0.99
17725,subvert,v,1244,0.99
17726,totem,v,1244,0.99
17727,captivate,v,1244,0.99
17728,aviator,v,1244,0.99
17729,unofficial,v,1244,0.99
17730,acme,v,1244,0.99
17731,flustered,v,1243,0.99
17732,forsworn,v,1243,0.99
17733,greatcoat,v,1243,0.99
17734,impeach,v,1243,0.99
17735,injection,v,1243,0.99
17736,latticed,v,1243,0.99
17737,margot,v,1243,0.99
17738,protectorate,v,1243,0.99
17739,sated,v,1243,0.99
17740,benny,v,1243,0.99
17741,canny,v,1243,0.99
17742,gov.,v,1243,0.99
17743,palaver,v,1243,0.99
17744,albumen,v,1243,0.99
17745,hives,v,1242,0.99
17746,ill-advised,v,1242,0.99
17747,sixty-eight,v,1242,0.99
17748,avant,v,1242,0.99
17749,bel,v,1242,0.99
17750,co-operative,v,1242,0.99
17751,flout,v,1242,0.99
17752,labeled,v,1242,0.99
17753,longevity,v,1242,0.99
17754,lusitania,v,1242,0.99
17755,cauliflower,v,1242,0.99
17756,coerce,v,1242,0.99
17757,ethan,v,1242,0.99
17758,hogshead,v,1242,0.99
17759,networks,v,1241,0.99
17760,styx,v,1241,0.99
17761,cinder,v,1241,0.99
17762,evangelist,v,1241,0.99
17763,inaccuracy,v,1241,0.99
17764,lamely,v,1241,0.99
17765,lucre,v,1241,0.99
17766,artificer,v,1241,0.99
17767,effeminacy,v,1241,0.99
17768,harpsichord,v,1241,0.99
17769,legitimacy,v,1241,0.99
17770,navigating,v,1241,0.99
17771,regrettable,v,1241,0.99
17772,scribble,v,1241,0.99
17773,shin,v,1241,0.99
17774,woodsman,v,1240,0.99
17775,adventitious,v,1240,0.99
17776,elliptical,v,1240,0.99
17777,emolument,v,1240,0.99
17778,monaco,v,1240,0.99
17779,quintessence,v,1240,0.99
17780,sandal,v,1240,0.99
17781,sock,v,1240,0.99
17782,besotted,v,1240,0.99
17783,chunk,v,1240,0.99
17784,demi,v,1240,0.99
17785,fecundity,v,1240,0.99
17786,gangrene,v,1240,0.99
17787,tenable,v,1240,0.99
17788,anachronism,v,1239,0.99
17789,dw,v,1239,0.99
17790,garter,v,1239,0.99
17791,karen,v,1239,0.99
17792,organise,v,1239,0.99
17793,syphilis,v,1239,0.99
17794,dalliance,v,1239,0.99
17795,excitation,v,1239,0.99
17796,incursion,v,1239,0.99
17797,servitor,v,1239,0.99
17798,television,v,1239,0.99
17799,unafraid,v,1239,0.99
17800,ala.,v,1239,0.99
17801,daunt,v,1239,0.99
17802,huddle,v,1238,0.99
17803,liqueur,v,1238,0.99
17804,wizened,v,1238,0.99
17805,impersonation,v,1238,0.99
17806,snowdon,v,1238,0.99
17807,spiritualism,v,1238,0.99
17808,freshmen,v,1238,0.99
17809,intertwined,v,1238,0.99
17810,nascent,v,1238,0.99
17811,untrustworthy,v,1238,0.99
17812,uruguay,v,1238,0.99
17813,clinch,v,1238,0.99
17814,decrepitude,v,1238,0.99
17815,detraction,v,1238,0.99
17816,cereal,v,1238,0.99
17817,liken,v,1237,0.99
17818,captious,v,1237,0.99
17819,advisability,v,1237,0.99
17820,bethany,v,1237,0.99
17821,container,v,1237,0.99
17822,movie,v,1237,0.99
17823,pointers,v,1237,0.99
17824,secretive,v,1237,0.99
17825,digs,v,1237,0.99
17826,fortieth,v,1237,0.99
17827,glaze,v,1237,0.99
17828,mai,v,1237,0.99
17829,sinecure,v,1237,0.99
17830,cb,v,1237,0.99
17831,formative,v,1236,0.99
17832,lees,v,1236,0.99
17833,malefactor,v,1236,0.99
17834,petting,v,1236,0.99
17835,shropshire,v,1236,0.99
17836,variants,v,1236,0.99
17837,zoology,v,1236,0.99
17838,coupling,v,1236,0.99
17839,fido,v,1236,0.99
17840,incubus,v,1236,0.99
17841,quito,v,1236,0.99
17842,weedy,v,1236,0.99
17843,abelard,v,1236,0.99
17844,centralization,v,1236,0.99
17845,cree,v,1236,0.99
17846,hera,v,1235,0.99
17847,lint,v,1235,0.99
17848,lithuania,v,1235,0.99
17849,pact,v,1235,0.99
17850,shifty,v,1235,0.99
17851,unprovoked,v,1235,0.99
17852,aura,v,1235,0.99
17853,bate,v,1235,0.99
17854,fatalism,v,1235,0.99
17855,documentary,v,1235,0.99
17856,heartache,v,1235,0.99
17857,unintentional,v,1235,0.99
17858,bight,v,1235,0.99
17859,peleus,v,1235,0.99
17860,seducer,v,1234,0.99
17861,emporium,v,1234,0.99
17862,larceny,v,1234,0.99
17863,chimera,v,1234,0.99
17864,convinces,v,1234,0.99
17865,hebe,v,1234,0.99
17866,armory,v,1234,0.99
17867,charlatan,v,1234,0.99
17868,concomitant,v,1234,0.99
17869,dropsy,v,1234,0.99
17870,landward,v,1234,0.99
17871,martians,v,1234,0.99
17872,migrate,v,1234,0.99
17873,snaps,v,1234,0.99
17874,voluptuousness,v,1233,0.99
17875,wort,v,1233,0.99
17876,contralto,v,1233,0.99
17877,hobble,v,1233,0.99
17878,panoply,v,1233,0.99
17879,puissance,v,1233,0.99
17880,barnet,v,1233,0.99
17881,cosmos,v,1233,0.99
17882,crosswise,v,1233,0.99
17883,hyena,v,1233,0.99
17884,magisterial,v,1233,0.99
